longevity_hours,sillage_score,top_note_count,price_usd,concentration_percent,fragrance_family,brand_tier,gender_target,contains_alcohol,limited_edition,perfume_category,longevity_hours_outlier_flag,sillage_score_outlier_flag,top_note_count_outlier_flag,price_usd_outlier_flag,concentration_percent_outlier_flag
8.69,7.28,7,104.49,24.12,Floral,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
0.59,1.0,6,33.32,7.03,Woody,Niche,Men,0,0,Eau De Cologne,False,False,False,False,False
1.69,3.66,2,10.0,7.98,Floral,Luxury,Women,0,0,Eau De Cologne,False,False,False,False,False
12.54,7.28,9,192.76,23.94,Oriental,Drugstore,Women,0,0,Perfume Extract,False,False,False,False,False
3.25,5.57,6,10.0,2.99,Fresh,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
4.14,2.54,7,81.7,19.93,Floral,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
4.15,4.87,9,10.0,4.77,Woody,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
2.8,9.97,4,24.85,14.23,Fresh,Drugstore,Unisex,1,0,Eau De Parfum,False,False,False,False,False
9.73,9.49,3,255.07,27.08,Oriental,Designer,Women,1,0,Perfume Extract,False,False,False,False,False
8.27,4.7,3,84.39,13.2,Fresh,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
0.5,1.59,5,69.08,3.66,Woody,Drugstore,Women,1,0,Eau De Cologne,False,False,False,False,False
6.16,10.0,2,102.82,14.37,Woody,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
12.55,9.31,5,244.67,26.7,Citrus,Designer,Men,1,0,Perfume Extract,False,False,False,False,False
3.71,10.0,5,62.71,17.9,Citrus,Designer,Unisex,1,0,Eau De Parfum,False,False,False,False,False
1.87,1.0,7,66.62,10.69,Oriental,Designer,Women,0,0,Eau De Cologne,False,False,False,False,False
8.0,5.34,2,10.0,6.41,Woody,Luxury,Men,1,0,Eau De Cologne,False,False,False,False,False
4.05,3.12,7,212.65,7.47,Citrus,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
6.24,8.55,3,69.98,21.95,Fresh,Designer,Women,1,1,Eau De Parfum,False,False,False,False,False
2.03,5.46,5,113.64,15.08,Floral,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
1.2,3.0,6,126.43,6.62,Floral,Drugstore,Unisex,1,0,Eau De Cologne,False,False,False,False,False
1.6,3.16,7,25.46,1.5,Citrus,Niche,Women,1,0,Eau De Cologne,False,False,False,False,False
4.44,4.36,7,166.02,15.77,Woody,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
7.18,2.1,6,10.0,10.1,Woody,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
7.82,4.53,7,58.84,8.85,Oriental,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
1.59,6.09,5,74.01,4.47,Oriental,Unknown,Women,1,0,Eau De Toilette,False,False,False,False,False
6.5,4.61,1,81.54,19.62,Oriental,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
6.14,8.55,7,89.05,12.45,Fresh,Designer,Men,1,0,Eau De Parfum,False,False,False,False,False
7.11,3.31,4,186.54,19.93,Oriental,Drugstore,Women,0,0,Eau De Parfum,False,False,False,False,False
4.36,1.68,5,82.64,10.63,Woody,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
1.46,5.03,8,54.31,7.56,Floral,Designer,Women,1,1,Eau De Toilette,False,False,False,False,False
1.48,7.83,7,128.23,18.18,Woody,Drugstore,Women,0,0,Eau De Parfum,False,False,False,False,False
5.17,8.81,7,146.25,11.75,Fresh,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
6.22,7.16,8,45.45,11.21,Fresh,Designer,Men,1,1,Eau De Toilette,False,False,False,False,False
8.17,1.06,4,58.39,7.21,Oriental,Niche,Men,0,0,Eau De Toilette,False,False,False,False,False
7.27,4.76,3,174.99,14.31,Fresh,Designer,Men,1,0,Eau De Parfum,False,False,False,False,False
5.34,4.47,6,106.86,21.78,Fresh,Designer,Women,0,1,Eau De Parfum,False,False,False,False,False
5.76,1.47,8,60.28,9.97,Citrus,Niche,Unisex,1,0,Eau De Toilette,False,False,False,False,False
6.62,10.0,5,142.38,14.54,Citrus,Designer,Men,0,0,Eau De Parfum,False,False,False,False,False
7.31,6.24,7,66.62,14.9,Woody,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
10.99,8.78,2,103.57,17.78,Woody,Luxury,Men,1,0,Eau De Parfum,False,False,False,False,False
8.4,7.12,5,39.45,10.82,Oriental,Designer,Unisex,1,1,Eau De Parfum,False,False,False,False,False
6.56,6.46,6,133.84,9.78,Floral,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
9.88,5.63,6,92.31,15.91,Woody,Luxury,Men,1,0,Eau De Parfum,False,False,False,False,False
13.19,7.92,3,195.92,25.45,Fresh,Drugstore,Women,1,0,Perfume Extract,False,False,False,False,False
10.06,8.77,1,190.93,26.35,Woody,Designer,Women,0,0,Perfume Extract,False,False,False,False,False
6.56,7.33,6,84.18,20.4,Woody,Designer,Women,0,0,Eau De Parfum,False,False,False,False,False
6.73,6.6,6,55.27,11.04,Oriental,Designer,Unisex,0,0,Eau De Toilette,False,False,False,False,False
5.9,4.83,4,149.21,12.78,Oriental,Drugstore,Women,0,0,Eau De Toilette,False,False,False,False,False
0.5,2.76,9,10.0,4.55,Oriental,Luxury,Unisex,0,0,Eau De Cologne,False,False,False,False,False
5.77,5.26,3,51.22,12.92,Floral,Niche,Women,0,0,Eau De Toilette,False,False,False,False,False
2.32,6.22,9,121.83,6.79,Woody,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
0.5,3.55,10,10.0,3.82,Fresh,Drugstore,Women,1,0,Eau De Cologne,False,False,False,False,False
3.95,5.84,6,119.95,6.44,Oriental,Luxury,Men,1,1,Eau De Toilette,False,False,False,False,False
8.29,7.29,5,179.07,16.48,Woody,Designer,Men,0,0,Eau De Parfum,False,False,False,False,False
3.39,5.2,7,36.06,1.5,Floral,Luxury,Men,1,0,Eau De Cologne,False,False,False,False,False
6.97,6.19,5,130.61,13.46,Citrus,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
3.77,4.34,4,186.98,13.41,Oriental,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
8.66,7.66,8,139.71,18.18,Fresh,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
4.73,3.66,9,79.79,10.32,Woody,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
0.5,4.73,6,135.05,9.44,Floral,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
3.79,3.57,5,128.18,16.51,Fresh,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
5.1,8.0,6,62.64,10.7,Woody,Luxury,Men,0,0,Eau De Toilette,False,False,False,False,False
1.8,5.43,7,75.32,17.98,Oriental,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
4.83,4.73,3,128.07,18.68,Woody,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
6.17,1.0,10,68.09,5.98,Oriental,Designer,Men,1,0,Eau De Cologne,False,False,False,False,False
6.88,9.02,6,136.1,13.52,Woody,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
1.62,4.09,9,10.0,7.12,Floral,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
6.41,2.1,10,10.0,15.78,Citrus,Unknown,Women,0,0,Eau De Toilette,False,False,False,False,False
5.52,4.92,2,92.56,12.62,Oriental,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
3.44,5.61,6,102.61,1.86,Citrus,Drugstore,Men,0,0,Eau De Toilette,False,False,False,False,False
8.41,6.61,1,10.0,4.29,Fresh,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
0.5,6.43,5,44.58,9.75,Woody,Designer,Women,1,1,Eau De Toilette,False,False,False,False,False
0.5,6.4,10,18.72,15.07,Oriental,Drugstore,Men,1,0,Eau De Toilette,False,False,False,False,False
10.96,7.21,4,84.08,21.03,Woody,Niche,Men,0,0,Eau De Parfum,False,False,False,False,False
0.5,1.97,6,10.0,6.82,Oriental,Drugstore,Men,1,0,Eau De Cologne,False,False,False,False,False
2.65,5.21,5,166.75,22.53,Citrus,Luxury,Unisex,1,0,Eau De Parfum,False,False,False,False,False
3.21,8.66,3,97.61,17.48,Floral,Designer,Women,1,1,Eau De Parfum,False,False,False,False,False
7.6,3.78,7,27.57,10.12,Woody,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
11.78,10.0,4,137.86,16.51,Oriental,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
7.14,5.74,7,14.27,16.01,Citrus,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
0.5,6.99,7,141.13,5.69,Citrus,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
12.72,9.55,1,293.46,35.0,Floral,Designer,Women,1,0,Perfume Extract,False,False,False,True,True
5.75,5.69,3,178.38,26.39,Fresh,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
4.39,3.03,8,64.63,6.02,Woody,Drugstore,Men,1,0,Eau De Toilette,False,False,False,False,False
13.49,9.82,1,194.05,22.87,Woody,Designer,Women,1,0,Perfume Extract,False,False,False,False,False
0.5,6.69,4,197.39,13.99,Oriental,Unknown,Women,1,0,Eau De Parfum,False,False,False,False,False
6.25,7.36,5,113.11,11.17,Fresh,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
7.64,6.45,7,248.08,29.65,Fresh,Designer,Men,1,0,Perfume Extract,False,False,False,False,False
6.34,5.17,5,103.37,21.53,Woody,Designer,Women,0,0,Eau De Parfum,False,False,False,False,False
1.66,7.14,4,63.55,20.22,Woody,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
11.67,9.54,6,126.35,24.0,Floral,Luxury,Men,1,0,Perfume Extract,False,False,False,False,False
2.72,3.97,6,48.14,20.08,Oriental,Unknown,Women,1,1,Eau De Toilette,False,False,False,False,False
4.17,2.91,6,50.85,1.5,Citrus,Drugstore,Women,1,0,Eau De Cologne,False,False,False,False,False
4.84,4.28,4,115.45,10.78,Floral,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
4.26,7.51,7,59.01,9.62,Floral,Drugstore,Unisex,1,0,Eau De Toilette,False,False,False,False,False
6.03,4.82,10,19.54,11.09,Woody,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
5.58,6.07,7,131.51,18.44,Floral,Luxury,Unisex,1,0,Eau De Parfum,False,False,False,False,False
4.91,4.95,8,25.21,8.74,Fresh,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
3.29,1.0,6,80.4,3.22,Fresh,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
2.43,2.19,8,13.1,4.88,Oriental,Designer,Women,1,0,Eau De Cologne,False,False,False,False,False
9.69,9.7,9,218.59,32.5,Oriental,Designer,Women,1,0,Perfume Extract,False,False,False,False,False
6.22,5.3,10,10.0,6.72,Oriental,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
11.48,9.62,2,266.82,29.76,Floral,Drugstore,Women,1,0,Perfume Extract,False,False,False,False,False
8.49,3.05,5,19.11,6.01,Woody,Designer,Women,0,0,Eau De Toilette,False,False,False,False,False
10.34,2.89,1,161.94,21.42,Oriental,Designer,Men,0,0,Eau De Parfum,False,False,False,False,False
6.46,4.75,8,99.62,14.93,Woody,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
11.68,8.47,6,10.0,15.34,Fresh,Designer,Men,0,0,Eau De Toilette,False,False,False,False,False
10.23,3.9,4,173.02,13.55,Citrus,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
5.97,7.87,4,95.27,13.64,Citrus,Niche,Unisex,1,1,Eau De Parfum,False,False,False,False,False
12.14,4.2,3,220.9,30.7,Fresh,Drugstore,Women,1,0,Perfume Extract,False,False,False,False,False
3.62,6.86,7,50.79,11.01,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
8.95,7.19,5,148.92,20.51,Floral,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
10.63,9.26,4,126.26,11.75,Woody,Unknown,Men,1,0,Eau De Parfum,False,False,False,False,False
2.86,1.2,9,10.0,5.37,Fresh,Designer,Unisex,1,0,Eau De Cologne,False,False,False,False,False
10.34,2.59,1,87.28,17.34,Woody,Designer,Men,1,0,Eau De Parfum,False,False,False,False,False
0.5,8.41,1,139.85,12.37,Oriental,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
6.87,8.03,2,110.04,25.49,Floral,Niche,Unisex,1,0,Perfume Extract,False,False,False,False,False
2.31,6.15,3,63.68,12.2,Floral,Niche,Unisex,1,0,Eau De Toilette,False,False,False,False,False
0.5,5.81,6,27.54,11.54,Woody,Unknown,Men,0,0,Eau De Toilette,False,False,False,False,False
5.59,4.84,2,75.65,19.14,Floral,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
8.93,3.1,4,75.5,10.08,Woody,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
0.87,5.22,6,113.39,21.21,Citrus,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
4.28,2.3,9,26.66,8.46,Fresh,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
4.39,4.38,9,100.51,8.34,Woody,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
4.28,2.82,2,37.59,12.1,Floral,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
11.41,7.78,4,86.15,14.83,Woody,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
0.5,1.98,10,10.0,8.81,Citrus,Niche,Men,1,0,Eau De Cologne,False,False,False,False,False
2.53,2.1,9,40.73,9.87,Citrus,Drugstore,Women,1,0,Eau De Cologne,False,False,False,False,False
2.88,6.21,7,10.0,6.3,Fresh,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
6.21,6.05,5,102.92,17.38,Floral,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
6.96,7.42,1,229.34,26.96,Floral,Unknown,Women,1,0,Perfume Extract,False,False,False,False,False
7.14,6.95,4,137.3,20.49,Fresh,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
3.48,5.54,5,10.0,7.86,Floral,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
3.05,3.73,6,50.91,9.2,Oriental,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
6.56,3.74,10,10.0,7.63,Floral,Luxury,Unisex,1,0,Eau De Toilette,False,False,False,False,False
5.79,4.81,4,222.17,25.25,Citrus,Luxury,Unisex,0,0,Perfume Extract,False,False,False,False,False
5.62,3.46,10,68.49,7.52,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
3.16,3.25,9,40.06,16.63,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
4.82,3.36,8,162.98,6.89,Floral,Drugstore,Unisex,1,0,Eau De Toilette,False,False,False,False,False
6.83,5.65,5,132.16,22.25,Floral,Niche,Unisex,1,0,Eau De Parfum,False,False,False,False,False
3.26,4.13,8,38.14,9.55,Oriental,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
7.48,6.57,1,174.21,18.34,Floral,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
4.2,1.0,7,33.32,1.5,Floral,Niche,Women,1,0,Eau De Cologne,False,False,False,False,False
2.91,9.71,7,52.44,7.37,Citrus,Niche,Women,0,0,Eau De Cologne,False,False,False,False,False
1.4,5.52,4,99.56,14.29,Fresh,Niche,Men,0,0,Eau De Parfum,False,False,False,False,False
8.09,1.0,6,44.33,10.28,Floral,Designer,Men,0,0,Eau De Toilette,False,False,False,False,False
7.43,4.93,7,54.88,17.42,Floral,Designer,Women,1,1,Eau De Toilette,False,False,False,False,False
2.66,1.0,7,10.0,2.62,Fresh,Designer,Women,1,0,Eau De Cologne,False,False,False,False,False
7.27,6.02,4,102.6,19.19,Floral,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
4.29,1.0,7,66.09,6.74,Floral,Luxury,Unisex,1,0,Eau De Toilette,False,False,False,False,False
7.18,6.13,5,81.12,14.84,Floral,Drugstore,Men,0,1,Eau De Parfum,False,False,False,False,False
7.43,5.29,9,178.25,7.76,Oriental,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
0.99,4.19,3,51.95,5.37,Citrus,Designer,Men,1,0,Eau De Cologne,False,False,False,False,False
6.83,5.78,3,104.64,25.17,Floral,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
5.56,8.86,7,60.38,6.75,Floral,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
8.08,8.46,2,225.64,23.95,Oriental,Niche,Women,1,0,Perfume Extract,False,False,False,False,False
6.43,6.72,7,94.9,21.01,Citrus,Luxury,Men,1,0,Eau De Parfum,False,False,False,False,False
2.9,3.29,2,40.18,13.27,Oriental,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
7.75,8.26,5,127.35,22.68,Floral,Drugstore,Unisex,0,0,Eau De Parfum,False,False,False,False,False
5.94,10.0,5,57.73,15.28,Fresh,Designer,Unisex,1,0,Eau De Parfum,False,False,False,False,False
8.77,6.41,5,143.46,18.16,Citrus,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
5.22,6.63,8,125.77,21.41,Woody,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
4.96,3.78,6,143.07,13.96,Citrus,Designer,Men,1,0,Eau De Parfum,False,False,False,False,False
5.48,3.84,2,142.07,13.48,Oriental,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
6.1,6.08,3,53.52,15.34,Woody,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
9.64,9.85,3,253.15,28.55,Woody,Designer,Men,1,1,Perfume Extract,False,False,False,False,False
3.63,5.98,8,230.28,9.99,Woody,Luxury,Men,1,0,Eau De Toilette,False,False,False,False,False
8.08,7.86,3,10.0,13.08,Oriental,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
6.78,9.21,3,183.18,14.39,Woody,Drugstore,Unisex,1,0,Eau De Parfum,False,False,False,False,False
6.32,6.62,5,38.99,25.64,Oriental,Drugstore,Men,0,0,Eau De Parfum,False,False,False,False,False
0.5,1.0,5,57.77,7.22,Floral,Luxury,Men,1,0,Eau De Cologne,False,False,False,False,False
9.28,7.66,4,151.72,21.54,Citrus,Unknown,Men,1,0,Eau De Parfum,False,False,False,False,False
3.66,7.91,3,10.0,8.23,Fresh,Niche,Unisex,1,0,Eau De Toilette,False,False,False,False,False
3.91,5.81,4,244.7,10.16,Fresh,Unknown,Women,1,0,Eau De Toilette,False,False,False,False,False
6.75,10.0,4,227.43,23.35,Floral,Niche,Men,0,1,Eau De Parfum,False,False,False,False,False
6.51,6.53,7,93.56,12.26,Woody,Drugstore,Unisex,1,1,Eau De Toilette,False,False,False,False,False
1.71,8.82,8,40.18,8.46,Oriental,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
2.6,4.72,6,71.16,9.23,Woody,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
6.38,3.26,3,97.02,18.01,Oriental,Designer,Women,0,0,Eau De Parfum,False,False,False,False,False
4.39,9.44,5,106.53,22.71,Floral,Drugstore,Unisex,0,1,Eau De Parfum,False,False,False,False,False
1.15,1.91,9,10.0,1.59,Floral,Designer,Women,1,0,Eau De Cologne,False,False,False,False,False
5.61,7.63,8,171.36,12.4,Woody,Designer,Women,0,0,Eau De Toilette,False,False,False,False,False
8.26,6.57,3,188.9,26.04,Citrus,Designer,Men,1,0,Perfume Extract,False,False,False,False,False
5.17,8.37,5,84.17,18.83,Woody,Designer,Unisex,1,1,Eau De Parfum,False,False,False,False,False
2.51,3.23,8,10.0,7.86,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
2.83,4.09,10,40.99,8.54,Woody,Luxury,Unisex,1,0,Eau De Toilette,False,False,False,False,False
5.87,1.0,7,66.66,4.62,Floral,Drugstore,Unisex,1,0,Eau De Cologne,False,False,False,False,False
0.5,4.5,10,21.1,1.5,Floral,Designer,Men,1,0,Eau De Cologne,False,False,False,False,False
4.1,1.83,10,57.11,13.54,Floral,Designer,Unisex,1,0,Eau De Cologne,False,False,False,False,False
6.27,8.39,6,134.72,26.4,Citrus,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
6.83,1.0,6,10.0,10.39,Fresh,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
5.37,9.59,5,317.39,24.12,Floral,Drugstore,Women,1,0,Perfume Extract,False,False,False,True,False
7.78,3.65,6,20.81,17.23,Woody,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
4.03,6.19,2,162.03,17.69,Floral,Luxury,Unisex,1,0,Eau De Parfum,False,False,False,False,False
3.29,3.57,2,56.87,8.97,Oriental,Designer,Men,1,0,Eau De Cologne,False,False,False,False,False
3.4,2.77,7,10.0,8.74,Woody,Niche,Women,1,0,Eau De Cologne,False,False,False,False,False
9.15,8.36,3,169.48,17.06,Floral,Niche,Unisex,1,1,Eau De Parfum,False,False,False,False,False
6.14,6.21,9,10.0,13.18,Woody,Luxury,Men,0,0,Eau De Toilette,False,False,False,False,False
5.63,7.53,7,255.3,16.67,Citrus,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
4.73,6.86,8,43.84,16.04,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
8.58,9.45,6,165.52,20.47,Fresh,Unknown,Men,1,0,Eau De Parfum,False,False,False,False,False
7.06,3.69,4,119.89,12.93,Floral,Designer,Unisex,0,0,Eau De Toilette,False,False,False,False,False
4.9,9.82,3,10.0,11.7,Woody,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
0.5,1.7,9,87.7,4.22,Citrus,Designer,Women,1,0,Eau De Cologne,False,False,False,False,False
1.61,1.0,6,10.0,1.5,Floral,Drugstore,Men,1,0,Eau De Cologne,False,False,False,False,False
4.12,4.76,9,10.0,5.38,Oriental,Luxury,Unisex,1,0,Eau De Toilette,False,False,False,False,False
5.67,7.48,4,57.65,15.33,Oriental,Designer,Women,0,0,Eau De Parfum,False,False,False,False,False
6.61,6.93,1,15.98,15.75,Floral,Designer,Men,1,0,Eau De Parfum,False,False,False,False,False
9.87,10.0,6,175.42,25.71,Fresh,Luxury,Men,1,0,Eau De Parfum,False,False,False,False,False
4.35,4.56,3,182.07,5.76,Fresh,Luxury,Men,1,0,Eau De Toilette,False,False,False,False,False
5.86,7.76,7,102.28,20.33,Woody,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
10.32,2.88,3,120.89,19.82,Floral,Luxury,Women,0,0,Eau De Parfum,False,False,False,False,False
6.5,7.26,6,137.99,11.89,Floral,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
3.73,6.22,6,41.78,13.3,Fresh,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
4.6,5.43,7,100.55,7.25,Fresh,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
6.04,1.0,5,184.67,5.04,Woody,Niche,Unisex,0,0,Eau De Toilette,False,False,False,False,False
2.84,5.57,1,149.33,1.5,Floral,Unknown,Men,1,0,Eau De Toilette,False,False,False,False,False
4.08,1.0,10,143.94,15.13,Citrus,Designer,Unisex,1,0,Eau De Toilette,False,False,False,False,False
6.96,7.99,4,95.76,19.9,Oriental,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
7.64,3.29,3,10.0,13.63,Citrus,Luxury,Women,1,1,Eau De Toilette,False,False,False,False,False
7.55,4.82,5,70.55,1.5,Fresh,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
4.53,6.9,6,64.02,12.3,Citrus,Unknown,Unisex,1,1,Eau De Toilette,False,False,False,False,False
7.3,3.11,9,37.83,11.06,Citrus,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
4.59,7.42,5,10.0,6.82,Floral,Drugstore,Men,1,0,Eau De Toilette,False,False,False,False,False
0.5,1.0,8,93.34,1.5,Woody,Luxury,Men,0,0,Eau De Cologne,False,False,False,False,False
6.62,7.5,4,160.21,20.48,Oriental,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
9.28,10.0,3,162.95,20.57,Fresh,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
2.26,7.55,5,164.39,12.17,Floral,Niche,Women,1,1,Eau De Toilette,False,False,False,False,False
5.87,1.0,5,98.85,1.5,Floral,Drugstore,Men,1,0,Eau De Cologne,False,False,False,False,False
6.95,8.55,8,59.84,8.8,Oriental,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
2.26,1.0,5,76.86,1.5,Floral,Designer,Women,1,0,Eau De Cologne,False,False,False,False,False
10.61,1.0,8,64.45,8.89,Oriental,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
5.1,3.94,6,56.11,9.79,Floral,Niche,Men,1,1,Eau De Toilette,False,False,False,False,False
10.56,2.2,3,92.31,7.88,Citrus,Luxury,Men,1,0,Eau De Toilette,False,False,False,False,False
11.27,5.79,6,124.99,19.36,Citrus,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
8.17,4.56,5,75.2,24.49,Fresh,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
7.81,1.69,9,53.43,11.67,Woody,Designer,Unisex,1,0,Eau De Toilette,False,False,False,False,False
9.12,7.28,4,159.23,17.05,Floral,Niche,Men,1,1,Eau De Parfum,False,False,False,False,False
4.3,3.78,2,113.41,17.09,Oriental,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
5.19,3.65,4,148.12,1.5,Floral,Drugstore,Unisex,1,0,Eau De Cologne,False,False,False,False,False
3.05,6.85,7,75.23,13.32,Woody,Drugstore,Unisex,1,0,Eau De Toilette,False,False,False,False,False
6.28,1.42,8,107.22,21.88,Floral,Luxury,Unisex,1,0,Eau De Toilette,False,False,False,False,False
4.6,3.03,5,10.0,9.58,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
9.71,9.76,2,139.0,19.04,Citrus,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
7.27,6.88,7,169.0,18.27,Woody,Drugstore,Unisex,1,1,Eau De Parfum,False,False,False,False,False
1.5,5.03,2,66.91,6.91,Oriental,Designer,Unisex,0,0,Eau De Toilette,False,False,False,False,False
8.16,6.55,6,130.52,13.53,Oriental,Luxury,Men,1,0,Eau De Parfum,False,False,False,False,False
7.11,5.91,3,189.03,27.49,Woody,Drugstore,Women,1,1,Perfume Extract,False,False,False,False,False
11.78,9.04,8,66.42,18.86,Fresh,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
8.73,5.27,4,85.0,9.95,Oriental,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
6.29,3.54,4,208.07,19.22,Citrus,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
7.2,6.78,7,72.33,12.55,Woody,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
10.76,6.67,5,142.0,21.72,Fresh,Designer,Men,1,0,Perfume Extract,False,False,False,False,False
1.39,6.28,6,67.37,8.57,Oriental,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
8.95,7.06,7,60.4,10.43,Citrus,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
7.77,6.3,8,58.91,13.43,Floral,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
14.67,8.24,7,278.2,25.69,Oriental,Designer,Women,1,1,Perfume Extract,True,False,False,False,False
7.57,7.22,4,135.57,18.5,Oriental,Luxury,Unisex,1,0,Eau De Parfum,False,False,False,False,False
4.18,4.34,6,10.0,7.36,Floral,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
